Date,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,RSI,Momentum,TR,ATR,SAR,CCI,SMA,WMA,HMA,ADX,WPR,pk,pslowD,peakheight
12/19/2000,0.009022555,-0.009022555,-0.002989551,0.002989551,0.0089955,0.015037839,0.002989551,0.002989551,-0.0089154,0.015037839,0,0.002989551,0.011764792,-0.009077254,-0.00607907,54.39625822,-0.211854,0.181589,0.217700486,10.471648,16.03661554,10.0252409,10.1264841,10.23511271,18.98109302,0.500000688,0.499999312,0.536180897,2.178469
12/21/2000,0.006005949,-0.006005949,0.009022555,-0.009022555,0.00298064,0.01197614,0.01197614,0.018018479,0.005970191,0,0.0089955,0.015037839,0,-0.0089955,-0.012121409,54.19493415,-0.272384,0.121059,0.208402373,10.42893819,14.4578358,10.08577065,10.13383415,10.12356638,17.31464259,0.666667279,0.333332721,0.417195691,2.178469
12/27/2000,0.014903466,-0.002998515,0,0.006005949,0.026668258,0.03571803,0.026668258,0.020680191,0.029675691,0.009049772,0.005988066,0.00298064,0,0,-0.00607907,58.16976324,-0.06053,0.272384,0.207678656,10.37106895,50.17911596,10.1296547,10.14464298,10.06984671,15.68805308,0.44444424,0.55555576,0.34197492,2.299529
12/29/2000,0.005970191,-0.011904951,0.014903466,-0.002998515,0.005970191,0.005970191,0.008968706,0.018018479,0.008968706,0.026589464,0.026668258,0.009049772,0.005988066,-0.006005949,0,55.19313008,0.030265,0.121059,0.205783219,9.92688,-17.47563784,10.16445925,10.14493119,10.08959485,16.07359491,0.55555576,0.44444424,0.407407067,2.238999
1/4/2001,0.043172154,0.017804696,-0.005970191,0.005970191,0.022728248,0.054847829,0.045985107,0.063789803,0.063789803,0.02924187,0.014598761,0.005970191,0.026589464,0,0,69.46665588,0.635563,0.484238,0.245949582,10.01698704,270.0281256,10.20077715,10.20430806,10.21645982,20.22927918,0.035714412,0.964285588,0.500943046,2.814032
1/8/2001,0.008438902,-0.002820888,0.043172154,0.017804696,0.011236026,0.005602186,0.028330433,0.060450015,0.051587292,0.005602186,0.022728248,0.02924187,0.014598761,-0.002828868,-0.011299601,69.96972576,0.696093,0.151324,0.234921798,10.18177099,200.3621069,10.2416348,10.30879401,10.47011505,23.91695805,0.033332379,0.966667621,0.800995351,2.874562
1/11/2001,0.008683157,-0.022989516,-0.014104663,0.008438902,0.002886016,-0.002877711,-0.017143251,-0.019972119,-0.025605959,0,0.002828868,0.011236026,0.005602186,-0.014556357,-0.011560869,57.33060598,0.272384,0.18159,0.23016909,10.834826,51.90744368,10.2779526,10.38474445,10.67902665,23.90656972,0.366666079,0.633333921,0.766667107,2.571913
1/19/2001,0.005988066,0.024317306,-0.039220772,-0.011764792,0.005988066,0.021116909,0.021116909,0.002989551,-0.038072004,0.018127358,0.012121409,0.014859174,0.002869359,-0.009049772,0,47.8935186,-0.605298,0.151324,0.238711201,10.6281582,-59.63301784,10.2855188,10.30908215,10.27095226,19.66011675,0.696969485,0.303030515,0.213468096,2.208734
2/1/2001,0.04840041,0.016015817,0.014785938,0.00697558,0.027908803,0.052259552,0.083182265,0.086177745,0.073755175,0.003859142,0.018766038,0.011928557,0.003081577,0,-0.002419561,61.38718508,0.478186,0.498766,0.237342971,9.660549,58.06983828,10.19986925,10.05916349,9.793495826,20.40537678,0.00671033,0.99328967,0.315311324,2.62639
2/6/2001,0.003268676,0.016981569,-0.036435634,0.04840041,0.009367691,0.027411918,0.021202196,0.011723414,0.036074162,0.024143242,0.009478782,0.027908803,0.003859142,0,0,55.87288431,0.429761,0.096847,0.24016922,9.730782934,66.57514747,10.1326812,10.09664586,10.13688686,18.94896798,0.189189823,0.810810177,0.72430434,2.456906
