Date,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,RSI,Momentum,TR,ATR,SAR,CCI,SMA,WMA,HMA,ADX,WPR,pk,pslowD,troughdepth
1/22/2001,0,-0.011778699,0.026098753,-0.026098753,0.03106582,0.003535655,0.002355714,0,0.001177163,0.005885832,0.007050558,0.004694844,0.00821119,0,-0.01426897,43.59966125,0.9375,1.625,1.400241271,53.3342788,-59.40544341,53.659375,53.13154762,52.28272998,16.8900987,0.694736842,0.305263158,0.317173887,11
1/24/2001,-0.028471674,0.012948974,0,-0.011778699,0.005977304,-0.016548841,0.018040177,-0.009489988,-0.010669929,0.005844552,0.03106582,0.005885832,0.007050558,-0.007220248,-0.00942292,41.1227119,0,1.6875,1.38592232,50.9375,-73.15561066,53.4875,52.94910714,52.59944805,18.29348865,0.673469388,0.326530612,0.348854942,11.8125
1/29/2001,-0.029759271,0.015339534,0.011961865,-0.028471674,0.004549733,0.001088146,0.017794979,0.014191371,-0.008334774,0.022236141,0.011961865,0.005977304,0.005844552,-0.015703118,-0.003556613,42.07685501,-0.939999,1.564999,1.378365941,51.319308,-61.54613056,53.02175005,52.72208343,52.645979,19.1073133,0.715101714,0.284898286,0.507341936,11.939999
2/2/2001,-0.006763148,0.016232916,0.007640858,0.00654102,0.004288251,0.004475152,0.032907698,0.031946748,0.021057349,0.002053599,0.014885828,0.008416251,0.004549733,-0.016199262,-0.007691624,48.17399845,0.299999,1.09,1.31023459,51.65,72.5473595,52.63912505,52.72714291,52.61388036,18.46959073,0.3800004,0.6199996,0.46809981,10.700001
2/8/2001,-0.004288251,-0.005010681,-0.008112121,0.026231623,0,-0.013895546,-0.01186965,-0.015733837,0.001493615,0.002021892,0.006432035,0.008048297,0.004288251,-0.009183778,-0.011845391,49.85758503,0.9575,0.639999,1.232081096,52.47684567,44.48864631,53.01725,53.15428567,53.65148467,16.01739713,0.404129618,0.595870382,0.724411752,10.23
2/20/2001,-0.030145622,-0.002910681,-0.004711897,0.009263566,0.006137879,-0.015090459,-0.010513792,-0.026351003,-0.023276062,0.011802261,0.010041143,0.007735939,0.00955563,-0.01220094,-0.001462292,46.31890797,-1.200001,1.939998,1.195851828,55.799999,-13.06626048,53.5476248,53.94857103,54.92041115,12.86916814,0.590698044,0.409301956,0.779447291,10.490002
2/27/2001,-0.012896355,-0.004322031,-0.014981553,0.010499251,0.013742772,0.000910314,-0.01013945,-0.020890369,-0.001273056,0.009787952,0.00628543,0.012398317,0.017654935,0,-0.011910393,51.42885289,0.73,1.209999,1.311638123,53.39492004,26.23693406,54.2990001,54.78914313,55.76581746,10.48009993,0.546632124,0.453367876,0.738029918,9.049999
3/1/2001,-0.002171983,0.011090014,-0.012896355,-0.004322031,0,0.00893661,0.036235848,0.02340339,0.012353626,0.01160204,0.013742772,0.009787952,0.00628543,-0.021583589,-0.01264698,53.60818506,-0.120002,1.200001,1.326106214,53.66266239,74.27977436,54.58900005,54.95523836,55.65320225,10.54451711,0.419689637,0.580310363,0.570811658,8.560001
3/7/2001,-0.01570765,-0.030871645,0.000711382,0.0183129,0.000183776,-0.018385864,-0.035021612,-0.040858756,-0.032001302,0,0.002303554,0.004399479,0,-0.016115918,-0.02114552,44.9791288,-2.210003,0.990002,1.308887234,56.950001,-85.21307177,54.8765001,55.10666681,55.54663221,10.77612517,0.8150005,0.1849995,0.629478679,10.060001
3/14/2001,-0.038385061,-0.007316401,-0.024008522,0.007509881,0.017651511,-0.009948447,-0.046764732,-0.055897216,-0.026936417,0.015489524,0.000550289,0.002542202,0.019644849,-0.001762805,-0.004196839,35.52213761,-4.2,2.100003,1.317624579,56.27829707,-245.2611472,54.73800015,54.3699525,53.64795202,12.94418821,0.983164487,0.016835513,0.199491321,12.639999
